budget,genres,original_language,revenue,runtime,vote_average,director
47000000,Comedy Drama Thriller,en,102825796,96.0,5.7,Ben Stiller
0,Drama,hi,528972,101.0,6.6,Deepa Mehta
47000000,Adventure Action Comedy Thriller Crime,en,103738726,103.0,5.9,Warren Beatty
48000000,Drama Crime Romance,en,124305181,113.0,6.6,John McTiernan
48000000,Comedy Drama Romance,en,35743308,132.0,6.5,Penny Marshall
15000000,Action Adventure Thriller War,en,125212904,93.0,7.2,Ted Kotcheff
0,Drama Science Fiction Adventure Mystery,ru,0,167.0,7.7,Andrei Tarkovsky
47000000,Animation Comedy Family Fantasy Science Fiction,en,38085778,75.0,4.6,Yvette Kaplan
47000000,Drama Horror Thriller Romance,en,12379402,104.0,5.7,Stephen Frears
38000000,Comedy Romance,en,299288605,105.0,6.3,P.J. Hogan
0,Comedy Romance,en,0,102.0,5.5,Joe Roth
46000000,Crime Mystery Thriller,en,113714830,118.0,6.8,Christopher Nolan
46000000,Science Fiction Action Adventure Thriller,en,150000000,111.0,7.0,Jonathan Frakes
47000000,Action Western Drama Fantasy Thriller,en,10539000,80.0,4.4,Jimmy Hayward
46000000,Drama Thriller Mystery War,en,100860818,117.0,6.2,Edward Zwick
45000000,Comedy,en,181000000,86.0,6.4,Tom Shadyac
25000000,Crime Drama Thriller,en,15436808,127.0,6.6,Brad Furman
46000000,Drama History War,en,5200000,140.0,6.5,Terence Young
46000000,Fantasy Comedy Family,en,341631208,91.0,5.0,Brian Levant
45000000,Action Crime Thriller,en,376141306,91.0,6.1,Olivier Megaton
48000000,Comedy,en,220673217,84.0,5.8,David Zucker
45000000,Comedy Crime Action,en,212000000,111.0,6.1,Donald Petrie
45000000,Action Science Fiction Adventure Comedy Family,en,101702060,93.0,5.8,Eric Brevig
40000000,Comedy Drama Family Romance,en,95149435,113.0,6.0,Garry Marshall
45000000,Drama Mystery Thriller Crime,en,195268056,141.0,6.3,Alan J. Pakula
45000000,Drama Thriller Crime Mystery,en,117615211,119.0,6.4,Joel Schumacher
45000000,Drama Comedy,en,175372502,97.0,7.0,Rob Reiner
45000000,Drama Action Thriller Crime,en,178051587,117.0,6.3,Phillip Noyce
43000000,Romance Comedy,en,154749918,101.0,5.6,Robert Luketic
46000000,Drama Thriller Crime,en,122126687,153.0,7.9,Denis Villeneuve
45000000,Action Crime Drama Thriller,en,104876233,122.0,7.3,Antoine Fuqua
45000000,Comedy Family Science Fiction,en,90683916,102.0,6.9,Dean Parisot
45000000,Comedy,en,141220678,83.0,5.4,Keenen Ivory Wayans
45000000,Comedy Family Music,en,165184237,103.0,6.5,James Bobin
45000000,Horror Action,en,131183530,120.0,6.5,Stephen Norrington
30000000,Drama,en,76669806,136.0,7.3,Thomas Carter
45000000,Action Adventure Crime Thriller,en,94935764,89.0,5.9,Roger Michell
45000000,Adventure Horror Thriller,en,136885767,89.0,4.7,Luis Llosa
45000000,Comedy,en,113916474,100.0,5.8,David McNally
40000000,Comedy Romance Drama,en,244931766,135.0,7.0,Richard Curtis
120000000,Adventure Animation Comedy Family,en,363258859,95.0,6.8,Andrew Stanton
35000000,Horror Mystery Thriller,en,74558115,122.0,6.6,Albert Hughes
45000000,Action Thriller,en,170362582,110.0,5.5,Luis Llosa
45000000,Comedy Drama Romance,en,53854588,135.0,5.9,Ron Shelton
0,Comedy Drama Family,en,0,111.0,6.2,Melville Shavelson
45000000,Romance Comedy Family,en,56070433,95.0,5.6,Jesse Dylan
50000000,Adventure Comedy Family Science Fiction,en,104478416,109.0,6.6,Garth Jennings
0,Comedy Drama Family,en,0,93.0,4.3,Joel Zwick
45000000,Horror Action Science Fiction,en,148412065,94.0,6.1,Russell Mulcahy
40000000,Comedy,en,123494610,117.0,6.6,Frank Coraci
45000000,Adventure Comedy Drama,en,38399961,112.0,6.4,Wayne Wang
45000000,Action Adventure Crime Thriller,en,0,111.0,6.1,Curtis Hanson
45000000,Adventure Family Fantasy,en,0,96.0,5.9,Frank Oz
45000000,Crime Drama Thriller,en,82966152,131.0,6.2,Oliver Stone
25000000,Action Adventure Crime Thriller,en,56422687,94.0,6.1,David R. Ellis
40000000,Adventure Action Comedy,en,160583018,88.0,6.0,Peter Howitt
50000000,Fantasy Adventure Animation Comedy Family,en,55181129,88.0,5.5,John A. Davis
40000000,Action Science Fiction Adventure,en,30925690,137.0,6.5,David Lynch
0,Adventure Drama Music Romance,en,0,133.0,7.1,Julie Taymor
35000000,Drama Romance,en,75225693,119.0,6.7,Sam Mendes
55000000,Action Adventure Crime Thriller,en,65664721,105.0,6.2,Richard Donner
70000000,Action Adventure Science Fiction Thriller,en,72108608,101.0,5.4,Mathieu Kassovitz
45000000,Action Adventure Crime Drama Thriller,en,0,92.0,4.7,John Gray
45000000,Comedy Fantasy Science Fiction,en,0,117.0,5.5,Harold Ramis
45000000,Adventure Comedy Family Fantasy Science Fiction,en,57881056,86.0,5.3,John Schultz
35000000,Crime Drama Mystery Thriller,en,29400000,123.0,6.5,Sean Penn
45000000,Comedy Music,en,38058335,134.0,6.1,Susan Stroman
45000000,Adventure Action,en,17300889,100.0,4.7,Simon Wincer
57000000,Drama Romance Western,en,0,117.0,5.8,Billy Bob Thornton
44000000,History Drama,en,13681765,192.0,7.1,Oliver Stone
45000000,Thriller Mystery,en,60222298,128.0,6.7,Roman Polanski
45000000,Adventure Action Horror Science Fiction,en,11203026,106.0,6.0,Stephen Sommers
45000000,Drama War,en,9323833,160.0,6.3,Spike Lee
110,Action Drama Fantasy,zh,0,114.0,6.6,Zhang Yimou
45000000,Action Crime Thriller,en,42487390,99.0,5.0,Danny Pang
40000000,Action Comedy Thriller,en,8493890,85.0,6.3,Barry Sonnenfeld
45000000,Drama Romance,en,4607608,139.0,6.4,Mike Newell
45000000,Action Thriller,en,2154540,103.0,4.0,George P. Cosmatos
45000000,Crime Adventure Action Comedy Thriller,en,160078586,101.0,6.0,Oliver Parker
65000000,Animation Action Comedy Family,en,73706,87.0,2.3,Lawrence Kasanoff
44500000,Drama Thriller,en,232324128,120.0,7.1,Ben Affleck
44000000,Adventure Action Thriller Crime Mystery,en,368875760,130.0,7.2,Andrew Davis
40000000,Action,en,136000000,110.0,5.5,Andy Tennant
44000000,Crime Drama Thriller,en,165615285,147.0,7.3,Barry Levinson
44000000,Action Adventure Thriller War,en,300400432,96.0,6.3,George P. Cosmatos
44000000,Drama Thriller,en,0,118.0,5.5,Brian Gibson
2600000,Animation Family,en,84300000,88.0,6.9,Ben Sharpsteen
44000000,Action Drama History Western,en,3484331,219.0,6.4,Michael Cimino
50000000,Fantasy Action Science Fiction Thriller,en,111340801,106.0,6.4,Len Wiseman
40000000,Drama Science Fiction Thriller,en,34227298,109.0,5.6,Paul McGuigan
43000000,Drama,en,80049764,136.0,7.0,Gus Van Sant
43000000,Comedy Drama,en,0,103.0,6.0,Betty Thomas
45000000,Action Crime,en,50871113,103.0,6.6,Louis Leterrier
43000000,Romance Comedy,en,68696770,84.0,5.3,Roger Kumble
42000000,Drama Mystery Thriller,en,270248367,154.0,6.6,Sydney Pollack
44000000,Drama,en,48190704,99.0,6.8,Burr Steers
40000000,Action Thriller Crime,en,51070807,93.0,6.3,Simon West
42000000,Action Comedy Crime,en,201585328,109.0,6.7,Phil Lord
42000000,Romance Comedy Drama,en,363889678,124.0,7.0,Roger Michell
45000000,Animation Comedy Family,en,224834564,84.0,6.5,Nick Park
42000000,Comedy Romance,en,171963386,90.0,5.8,John Hamburg
40000000,Comedy Romance,en,70100000,117.0,5.4,Reginald Hudlin
43000000,Action Comedy Crime,en,158674180,117.0,6.5,Paul Feig
31115000,Drama History Romance,en,71000000,248.0,6.7,Joseph L. Mankiewicz
0,Comedy,en,73100172,105.0,6.0,Frank Coraci
42000000,Drama Mystery Thriller Crime,en,63781810,115.0,6.1,Carl Franklin
42000000,Comedy Drama Romance,en,0,126.0,6.5,Barbra Streisand
32000000,Drama Horror Mystery,en,55157539,119.0,6.1,Mark Pellington
42000000,Comedy,en,0,83.0,5.4,Larry Charles
32000000,Adventure Action Thriller,en,156167015,133.0,5.9,John Glen
42000000,Fantasy Thriller Horror,en,89162162,100.0,5.6,Catherine Hardwicke
60000000,Action Crime Thriller,en,56359980,120.0,5.7,John Herzfeld
48000000,Adventure Comedy Family Fantasy,en,20915465,104.0,4.0,Annabel Jankel
42000000,Crime Drama Thriller,en,24127895,122.0,7.0,Andrew Niccol
31000000,Drama Adventure Action History,zh,177394432,99.0,7.2,Zhang Yimou
40000000,Action Comedy Crime,en,36893721,91.0,5.3,Julie Anne Robinson
44000000,Action Comedy,en,12342632,112.0,6.1,Seth Rogen
42000000,Adventure Fantasy Action Western Thriller,en,11087569,100.0,6.3,Sngmoo Lee
33000000,Action Comedy Crime,fr,14000000,100.0,6.8,Jean-Pierre Jeunet
41000000,Drama,en,215000000,110.0,6.8,Curtis Hanson
0,Adventure Comedy Animation,fr,0,100.0,5.3,Jamel Debbouze
65000000,Adventure Drama Romance Action,en,117487473,132.0,6.6,Brian Helgeland
41000000,Thriller Fantasy Action Comedy,en,0,88.0,5.3,Gordon Chan
40000000,Mystery Thriller Drama,en,672806292,107.0,7.7,M. Night Shyamalan
42000000,Action Thriller Crime,en,46221189,102.0,6.2,Asger Leth
41000000,Comedy,en,7448385,100.0,5.6,David Frankel
8000000,Drama,en,90815558,126.0,6.9,John G. Avildsen
40000000,Drama Crime,en,251171807,138.0,6.8,David O. Russell
40000000,Comedy Romance Drama,en,317375031,108.0,6.7,Anne Fletcher
70000000,Crime Drama Mystery Thriller,en,177841558,105.0,6.2,Bruce Beresford
40000000,Adventure Comedy Family Science Fiction,en,332000000,108.0,7.4,Robert Zemeckis
40000000,Action Science Fiction,en,126546825,89.0,6.3,Luc Besson
40000000,Drama Romance Thriller,en,571006128,125.0,5.2,Sam Taylor-Johnson
38000000,Action Adventure Comedy Family Science Fiction,en,197011982,84.0,4.7,Robert Rodriguez
40000000,Crime Drama Thriller,en,152266007,149.0,7.0,Joel Schumacher
40000000,Comedy,en,190212113,98.0,6.0,Shawn Levy
40000000,Action Drama Thriller War,en,149295601,121.0,7.4,Peter Berg
40000000,Comedy,en,107458785,128.0,6.7,Penny Marshall
40000000,Horror,en,320170008,134.0,7.0,James Wan
40000000,Drama,en,224920315,120.0,7.1,David Fincher
40000000,Comedy Romance Drama,en,177259441,129.0,6.2,Ken Kwapis
45000000,Comedy,en,178262620,83.0,5.3,David Zucker
40000000,Horror Mystery,en,161834276,116.0,5.7,Wes Craven
40000000,Adventure Comedy Family Science Fiction,en,244527583,118.0,7.1,Robert Zemeckis
40000000,Comedy,en,111811453,100.0,5.9,Etan Cohen
40000000,Romance Horror,en,215862692,128.0,7.1,Francis Ford Coppola
40000000,Romance Drama,en,129540499,123.0,6.6,Nora Ephron
40000000,Drama,en,95020213,128.0,6.8,Brian Helgeland
40000000,Thriller Crime Drama,en,128798265,139.0,7.0,Anthony Minghella
40000000,Comedy,en,169837010,110.0,5.4,Bobby Farrelly
40000000,Adventure Drama Family,en,120455994,120.0,6.7,Frank Marshall
35000000,Comedy,en,194564672,121.0,7.1,Nancy Meyers
40000000,Action Comedy,en,124827316,102.0,6.1,Tim Story
40000000,Action Adventure Drama History Romance,en,75505856,112.0,7.1,Michael Mann
40000000,Drama Music,en,124731534,152.0,7.2,Taylor Hackford
40000000,Action Thriller Crime,en,158733820,124.0,7.2,Robert Rodriguez
40000000,Drama Action Thriller Crime,en,151161491,90.0,6.2,Pete Travis
41000000,Comedy,en,91636986,105.0,6.5,John Hamburg
40000000,Comedy Romance,en,141069860,114.0,5.7,Bobby Farrelly
40000000,Drama Thriller History,en,205405498,189.0,7.5,Oliver Stone
40000000,Comedy Crime,en,138259062,99.0,5.4,John Whitesell
57000000,Action Comedy Crime Romance,en,147845033,123.0,5.8,Gore Verbinski
20000000,Comedy,en,136267476,102.0,6.1,Burr Steers
40000000,Comedy Romance,en,196781193,109.0,6.2,Nick Cassavetes
40000000,Horror Mystery,en,186167139,82.0,5.4,David R. Ellis
40000000,Thriller Drama,en,165478348,141.0,7.2,Steven Spielberg
40000000,Action Drama Thriller War,en,91753202,106.0,6.0,John Moore
40000000,Comedy,en,90029656,109.0,5.9,Nicholas Stoller
50000000,Drama Romance Comedy,en,170128460,107.0,5.9,Peter Chelsom
40000000,Comedy Adventure Fantasy Science Fiction Action,en,54682547,110.0,6.2,Joe Dante
40000000,Action Adventure Fantasy Horror Science Fiction,en,87840042,96.0,5.0,Mark A.Z. Dipp\u00e9
35000000,Action Adventure Drama Thriller,en,75395048,131.0,7.3,Kevin Reynolds
40000000,Crime Drama Thriller,en,85412898,119.0,7.0,Brad Furman
30000000,Action Mystery Thriller,en,130786397,113.0,6.5,Jaume Collet-Serra
40000000,Drama Mystery Thriller,en,109676311,130.0,8.0,Christopher Nolan
42000000,Comedy,en,107670357,108.0,6.1,Sean Anders
40000000,Animation Comedy Adventure Family Science Fiction,en,74597643,89.0,5.7,Callan Brunker
40000000,Action Adventure Drama Thriller,en,120175290,139.0,7.3,Mel Gibson
40000000,Action Adventure Thriller,en,191185897,130.0,6.2,John Glen
40000000,Action Science Fiction Adventure Thriller,en,126248813,107.0,6.0,Nimr\u00f3d Antal
0,Comedy Crime Drama Romance Thriller,en,0,116.0,5.8,Ivan Reitman
40000000,Thriller Mystery,en,92913171,96.0,6.4,David Koepp
40000000,Romance Drama Mystery,en,114830111,99.0,6.5,Alejandro Agresti
43000000,Drama Horror Mystery Thriller,en,91974818,104.0,6.4,Iain Softley
0,Fantasy Drama Comedy Family,en,51854875,105.0,6.5,Peter Hedges
40000000,Comedy Romance,en,84601681,101.0,6.0,Paul Weiland
40000000,Music Drama,en,67347013,134.0,6.8,Clint Eastwood
40000000,Drama Crime Thriller,en,45916769,135.0,6.7,Francis Ford Coppola
40000000,Horror Thriller,en,141591324,98.0,5.8,Mathieu Kassovitz
36000000,Drama History Mystery,en,74000000,155.0,6.8,Steven Spielberg
40000000,Adventure,en,0,106.0,5.8,John McTiernan
40000000,Fantasy Action Science Fiction Thriller Horror,en,41797066,94.0,4.9,Colin Strause
40000000,Comedy Family,en,0,95.0,5.4,Donald Petrie
65000000,Drama Romance,en,0,103.0,5.7,Joan Chen
40000000,Comedy Music Romance,en,145896422,96.0,6.2,Marc Lawrence
40000000,Adventure Comedy Science Fiction,en,97552050,104.0,6.5,Greg Mottola
40000000,Comedy,en,41863726,95.0,5.4,Anne Fletcher
40000000,Horror Mystery,en,97138686,111.0,6.1,Wes Craven
40000000,Thriller Crime Mystery,en,96618699,123.0,6.1,Joel Schumacher
38000000,Drama Music,en,34416893,140.0,6.7,Oliver Stone
40000000,Comedy,en,126069509,97.0,5.3,Jake Kasdan
40000000,Comedy Drama,en,36037909,94.0,5.0,Diane Keaton
47000000,Horror Mystery,en,157887643,92.0,5.9,Steven Quale
0,Comedy Crime Romance,en,0,102.0,5.3,Kelly Makin
40000000,Drama Romance,en,55707411,122.0,7.0,Mimi Leder
30000000,Comedy Drama Romance,en,50451307,103.0,5.9,Bobby Farrelly
40000000,Comedy,en,0,102.0,5.5,Steven Brill
0,Comedy Western,en,0,116.0,5.8,Seth MacFarlane
25000000,Adventure Fantasy Action Thriller Science Fiction,en,48063435,108.0,5.4,Russell Mulcahy
40000000,Drama,en,55247881,129.0,6.9,Stephen Daldry
40000000,Comedy Drama Romance,en,58785180,102.0,6.1,Roger Michell
40000000,Drama,en,46442528,117.0,6.3,Jim Sheridan
40000000,Crime Action Adventure,en,30199105,117.0,5.6,Christian Duguay
40000000,Drama Romance,en,31670620,135.0,6.7,Chris Columbus
40000000,Drama Horror Thriller Crime,en,0,107.0,4.9,Chuck Russell
75000000,Comedy,en,29000000,90.0,5.0,Sam Weisman
40000000,Fantasy Horror Science Fiction,en,49627779,96.0,4.6,John Frankenheimer
40000000,Action Adventure Drama,en,27053815,104.0,5.2,Peter Hyams
35000000,Drama,en,0,115.0,6.4,Justin Chadwick
40000000,Drama Romance,en,65754228,119.0,6.4,Pat O'Connor
40000000,Horror,en,62771059,99.0,5.4,Stephen Hopkins
500000,Drama Crime,en,3000000,110.0,7.2,Martin Scorsese
40000000,Comedy War,en,24332324,128.0,5.9,Penny Marshall
40000000,Action Thriller Crime Drama,en,60965854,108.0,6.5,Olivier Megaton
40000000,Fantasy Animation Drama Romance Family,en,38172500,86.0,6.9,Frederik Du Chau
40000000,Crime Drama Mystery,en,22433915,108.0,5.7,Michael Caton-Jones
0,Drama Romance,en,0,128.0,5.9,Irwin Winkler
40000000,Action,en,46546197,84.0,4.7,Joseph Kahn
0,Drama Thriller,en,0,111.0,6.0,Harold Becker
45000000,Drama,en,20350754,128.0,4.9,Paul Verhoeven
40000000,Drama History,en,60474340,123.0,6.5,Sofia Coppola
40000000,Action Crime Drama Thriller,en,0,101.0,5.7,Barbet Schroeder
63600000,Action Drama Thriller Crime,en,19412993,102.0,4.8,Stephen T. Kay
42000000,Thriller Drama,en,180274123,113.0,7.0,Juan Antonio Bayona
55000000,Action Adventure Comedy,en,14375181,107.0,4.2,Elaine May
40000000,Adventure Animation Comedy Family,en,46471023,87.0,7.5,Wes Anderson
40000000,Comedy Drama Romance,en,16872671,103.0,5.7,Stephen Herek
40000000,Comedy Fantasy Science Fiction,en,14358033,99.0,5.7,John Carpenter
10000000,Comedy Romance,fr,173921954,122.0,7.8,Jean-Pierre Jeunet
0,Comedy,en,0,91.0,5.5,Dennie Gordon
60000000,Comedy,en,13395939,103.0,5.6,Charles Shyer
40000000,Adventure Drama Romance,en,24719215,107.0,6.6,Ken Kwapis
38000000,Drama Mystery,en,28121100,106.0,5.9,Ulu Grosbard
40000000,Horror Thriller,en,18902015,101.0,3.2,William Malone
40000000,Adventure Fantasy Action Thriller,en,28169671,109.0,5.5,Paul Weitz
40000000,Action Comedy Thriller,en,19322135,89.0,5.9,Danny DeVito
0,Comedy Music,en,0,103.0,6.3,Malcolm D. Lee
0,Action Drama Thriller,en,0,115.0,5.2,Jerry Jameson
45000000,Action Science Fiction,en,10667893,82.0,4.2,Mic Rodgers
33000000,Action Horror Mystery Science Fiction Thriller,en,20645327,108.0,6.5,Christian Alvart
40000000,Action Science Fiction Thriller,en,0,102.0,6.1,Gary Fleder
40000000,Action Adventure Drama Thriller,en,10959475,93.0,5.0,Christian Duguay
0,Comedy Fantasy Science Fiction,en,0,88.0,4.8,Jean-Marie Poir\u00e9
50000000,Science Fiction Thriller,en,32017803,107.0,7.0,Danny Boyle
40000000,Drama Comedy,en,22044277,91.0,6.0,Brian Robbins
40000000,Adventure Fantasy Animation Comedy Science Fiction,en,0,94.0,5.4,Marc F. Adler
40000000,Action Drama Crime,en,13644292,115.0,5.5,Pierre Morel
40000000,Adventure Action Family,en,23937870,93.0,5.1,Geoffrey Sax
20000000,Thriller Drama Mystery,en,117760134,105.0,6.6,D.J. Caruso
20000000,Action Crime Thriller Drama,en,7563728,107.0,6.2,Iain Softley
0,Action Adventure Thriller Drama,en,0,101.0,6.6,Richard Shepard
30000000,Comedy Drama,en,0,111.0,7.1,Joel Coen
40000000,Action Drama History,zh,0,126.0,6.3,Peter Chan
25000000,Action History War,en,0,112.0,4.3,Sergei Bodrov Jr.
39200000,Action Science Fiction Drama,ko,86758912,126.0,6.7,Bong Joon-ho
25000000,Adventure Animation Comedy Family Fantasy,fr,0,90.0,6.5,Bibo Bergeron
0,Action Comedy,en,0,90.0,5.9,Jeff Nathanson
15000000,Fantasy Action Thriller,en,94000000,102.0,7.3,Alex Proyas
40000000,Action Adventure War History,te,100000000,159.0,7.5,S.S. Rajamouli
39000000,Drama Romance Fantasy,en,101229792,107.0,6.7,Robert Schwentke
0,Comedy,en,69485490,102.0,5.8,Michael Lehmann
39000000,Animation Comedy Family,en,35287788,87.0,6.6,Tim Burton
39000000,Science Fiction Action Adventure Thriller,en,38869464,119.0,7.4,Joss Whedon
39000000,Romance Drama,en,6614280,106.0,4.5,Charles S. Dutton
39000000,Comedy Action Adventure Fantasy Science Fiction,en,75850624,125.0,5.3,Richard Lester
40000000,Comedy,en,44907260,113.0,6.0,Peter Segal
80341000,Adventure Drama Action,zh,127814609,150.0,7.1,John Woo
30000000,Comedy Romance,en,180622424,108.0,6.0,Andy Tennant
38000000,Comedy Romance,en,205298907,96.0,6.4,Robert Luketic
0,Comedy Family,en,0,90.0,5.5,Jonathan Lynn
38000000,Action Adventure Family,en,119723358,100.0,5.3,Robert Rodriguez
38000000,Science Fiction Action Adventure Thriller,en,120000000,118.0,6.4,David Carson
3860000,Action Drama History,zh,64076736,130.0,6.3,Wong Kar-wai
38000000,Drama Romance,en,114156230,120.0,6.7,Francis Lawrence
40000000,Adventure Family Fantasy Animation,zh,0,88.0,6.8,Yuefeng Song
50000000,Drama,en,73956241,146.0,7.2,Norman Jewison
38000000,Drama Thriller,en,51801187,114.0,6.2,Michael Apted
35000000,Crime Comedy Romance,en,0,123.0,5.7,David Mirkin
38000000,Action Comedy Family,en,107597242,94.0,5.0,Andy Fickman
53000000,Drama Romance Thriller,en,29700000,102.0,5.6,Luis Mandoki
38000000,Comedy,en,0,99.0,5.5,John Pasquin
38000000,Horror Mystery Thriller,en,58401898,133.0,6.3,Roman Polanski
38000000,Drama Thriller,en,17380126,118.0,5.7,Michael Apted
57000000,Music Drama Comedy,en,16991902,105.0,6.0,Stephen Herek
10000000,Drama,en,47536959,110.0,6.9,Lee Daniels
38000000,Action Drama,en,10300000,129.0,6.3,Ridley Scott
15000000,Horror Mystery Science Fiction,en,19629760,109.0,7.8,John Carpenter
38000000,Science Fiction Action Thriller,en,98337295,119.0,6.2,David Twohy
37000000,Action Adventure Mystery Thriller,en,6482195,118.0,5.8,Jeb Stuart
0,Action Western,en,0,110.0,5.4,Steve Miner
55000000,Adventure Family Fantasy,en,17869048,90.0,6.2,Gil Kenan
